text,category,emotion
 Samajh mai kuch  nahii aaya bas ajeet sir k liye poora trailer dekha,not-Tamil ,neutral
 Mokka palaya film sayal niraya irukku....,Negative ,disgust
 Mokka ah irukkum nu confirn pannittenga,Positive ,disgust
 12hours 5m view s  600k like s NKP,Positive ,joy
 Thala   U1  Bgm,Positive ,joy
 Surya thambi karthi poii karthi oda anna tha surya airuchuu,Positive ,joy
 Now you are lying lying lying. Thala mass,Positive ,love
 Namaku thevayanathu nammatha adichi vaanganum...  masssssssss,Positive ,love
" Deepawali kala katta pothu, bigil, kaithi, sanga thamizhan",Positive ,surprise
 Common thala fans 1m likes varanum,Positive ,love
 Yeppo million like aagum nu pakka wait pannittu irruka .,Positive ,joy
 That Bike is a Modified Duke 200,Positive ,surprise
 Last dialogue semma...🥰🥰 Thala Tucker doi...,Positive ,love
 Abhay deol,Mixed_feelings ,neutral
 thala veriyans. Maddum oru like poddu vidunga bro.,Positive ,joy
 Starting Looks like king liar Malayalam movie,Mixed_feelings ,joy
 Good morning Guys  Kaalaila Ezhunthathum Trailer Paakka Vanthavangala Like Podunga,unknown_state ,joy
 Enna Da views ivlo kammiya iruku romba nerama,Positive ,joy
 Dai mokka vetri Mara unaku yethrathamanna kathaiyee eduka theriyatha!?,Mixed_feelings ,disgust
 Ethir paartha alavu ila .. sadness,Positive ,joy
 Sema... Thala merattal.... Movie eppo paaka poromnu romba aarvama irukku... Thala...,Positive ,joy
 Ena ipa Trending la varuthu thalaivar eh,Positive ,love
 Karthi annaaaa vera level acting,Negative ,love
" National award ah , askar ah ?/... Dhanush fanz like",Positive ,love
 Padam peru #Sangathamizhan Producer yaru na #BharathiREDDY :/  What an irony!,Negative ,anger
 Anirudh bgmmmmmm Bang bang bang  Petttaaaa paaaraaaaaak,Positive ,surprise
 Inga Rajini ya pathi mattum comment pannunga nan Vijay sethupathika papen aniruthuka Papen apdina adichu underwearoda oda vituven....Thalaivar forever,Positive ,love
 Viswasam Jan 14 thaane? Clash aavathu ninaikkiren.,unknown_state ,neutral
 Trailer la Vidya Balan missing.... Why?,Positive ,love
 Sangar.... Sangar ra etha movie direct pannala,Mixed_feelings ,neutral
" I think sivakarthickku hero getup set aagala, trailer is good,but movie average pogumnu ninaikiravanga like Pannuga",Positive ,joy
 Ajith sir 🤩   T H A L A,Positive ,love
 Arjun sir looking very smart and handsome....,Positive ,surprise
 Attention THALA fans ........INDHA padam BLOCK BUSTER AAguradhukkuu neega dhaan THEATer Ku poooi THALAi Ku  PERIYA flex(katout) VAIKANUMMM,Positive ,love
 20 times ku mela pathavanga like podunga,Negative ,joy
 I am big for illaya super star DHANUSH,Positive ,joy
" Simran ,Rajinikanth & Vijay Sethupathi",unknown_state ,neutral
 lagta hai main doreman ka cartoon dekh raha hoon,not-Tamil ,neutral
 i phone vs android nu ninaikiren,Positive ,love
 Trailer la nallathan da irukku padam mokkaiya illama iruntha sari,Positive ,disgust
 Innoru  Vakkil  Rangaraj pandey dhana avaru,Positive ,love
" Ini jenmathhuku meethane, hydrocarbon pathhi nenachi kooda paaka mudiyaadhu corporates.. Ela padamum ini adhapathi daan..",unknown_state ,disgust
 Thala seekirom theatre ku Va Thala ennala wait panna mudiyala,Positive ,surprise
 Marana mass... Ungaluku vayasu aanalum andha style apadiye iruku thalaivaaaaaaa,Positive ,love
 U kena tunggu lebih lama lagi  untuk tahu saya   Kita sedang menunggu untuk CHiYaN,not-Tamil ,disgust
 You kena tunggu lebih lama lagi untuk tau saya,not-Tamil ,neutral
 Kamala kalasa en thlaivan dance mass ah,Positive ,love
 sakthimaan sollidu thovaikira kallulanthu kila vilunthu adipattavanka like pannuga ( 5 thaiyal enaku ),Negative ,joy
 Thala Da i love u thala,Positive ,love
 super super super  super star.,Positive ,joy
 Mmmm 1000 times this video see,Positive ,surprise
 Thalaivarea kaalioda aatatha neenga kaatitinga   Ini thooku thurai oda alaparaiya naalaiku 1.30 ku Paapinga,Mixed_feelings ,love
 Nanga late ahh vandhalum latest ah varuvom,Positive ,love
 Sema anna Lv u karthi anna,Mixed_feelings ,joy
 How many of you life rajini??,unknown_state ,neutral
 Waiting for Judgement day nerkonda paarvai Trailer Marana Mass THALAAAAAAAA.....‍,Positive ,love
 Ippo Yana pana poram? Sweet sapada poram love you thalavaaaaaaaaaa,Positive ,love
 Sethupathi padam pakkum pothu irutha mass scenes niyabagam varudhu,Positive ,love
 The last part vikram says : You kena tunggu lebih lama lagi untuk tau saya,not-Tamil ,neutral
 Paaaaaaa more thaaan Hollywood range... Excited to have watch over it,Mixed_feelings ,neutral
 Like icon ah terika vidalama thala blood's,Positive ,joy
 Yow songs epo ya viduvinga BGM verra level ....... #Thala_forever,Positive ,love
 Thaka fans ah iru dha like poduga,Positive ,love
 തല അജിത് kerala fans like here,not-Tamil ,love
" Thala un rasiganu solla santhsama ,karvama irukku",Positive ,love
 Pandey and Thala argument  Super thala nadakakuduthu,Positive ,joy
 1.5M views in 60min அம்மோவ்,Positive ,love
 2020 Fulla un thiruvizha tha dhaunsh Anna,Positive ,surprise
 Yan daa like podrathu easy nu unga ishtathukku ethuku like athuku comment nu podringlaa ethellaam Oru polappu,unknown_state ,joy
 Mana thalvair epaime gethuda sema inda pongal,Positive ,joy
 Indias pride ... Shankar Sir & Team...,Positive ,surprise
 Gud Morning Thala Bloods.Enna Nanba Readya.Viswasam Trailerku Senja Sambavatha Vida Sirapaa Siyanum.,Positive ,love
 Unga nalla manasuku epayum vettri than THALA ungaluku. phinix  bird thala nenga vizhamattinga,Negative ,joy
 1 million likes kondu varanum keep share THALA bloods...,Positive ,joy
 Oru channel la sona marie pana matingala daaa dei,Positive ,anger
 1:53fight scene kola mass vera level,unknown_state ,love
 YuvaN       BGM,Positive ,surprise
 1M like varathu pola nalaki kuda sethu,Negative ,joy
 Nee Nadigan Enpadhukaga un Rasigar illa Nalla Manithan...,Positive ,joy
 Oruthar mela viswasam katradhukaga inoruthara aen asingapaduthringa    Sema Thala.........,Positive ,joy
 intha maari movie tamil cinema la vanthathu ila 1000 movie vanthurukum da,Positive ,surprise
 Dei yennada marvel maari kondu varinga,Mixed_feelings ,anger
 Not bad........... Any way karthik flop agama.. Iruka...... வாழ்த்துக்கள்,Mixed_feelings ,anger
 waiting Thalapathy 64🤟 # Lokesh kanagaraj,Positive ,joy
 Trending no1 thala YOUTUBE KING THALA,Positive ,joy
 Vera levelu Thalaivar    Always i love Thalaivar,Positive ,love
 Ajith acting matha movie la ellam nalla irunthathu.but Nerkonda parvai trailer romba Mokkaya Tha iruku...,Mixed_feelings ,disgust
 Romba naalaiku apuram Oru 'RAJINI' padam.,Positive ,joy
 Sexy shradhaa ava unmeyave virgin ille... Avala poyi kekera kelveeya adhe...,Negative ,disgust
 Semma MASS Chiyan Vikram Sir  I am waiting,Positive ,love
 Enga thala.stzit parvaila avar gethana kuralila summa kalakuraru pa thala da,Positive ,surprise
 Surya vathu mairavathu nethan than thalaiva nadipin arakkan,Negative ,love
 Unlike Pandravan ellam Saman Thukie (Seeman) group .,not-Tamil ,joy
 Naa trailer ah thalaivar kaga pakka varala..vj sethu anna kaga than pakka vandhurukken..🤩,Positive ,love
" Lokesh Kanagaraj fans, leave a like",Negative ,love
 Superstar Rajnikaant nahi Akshay kumar hai..title theek karo movie walo,not-Tamil ,joy
 Trending.. La.. Naanga.. Thanada.. No.. 1,Positive ,surprise
 Thala ku aaga dhaan padamae pola,Positive ,love
 Pariyerum Perumal Ku award varala but next time indha movie Ku kedaikanum.,Positive ,love
 Amaa eppa yenna ..panna..poromm ....ahaaaa      ...Sweet ....sapdaa poroomm.......,Positive ,love
 kaidhi vera lvl trailer idhaa dewali kaidhii dhaa king,Positive ,surprise
 Thalaivaaa verithanam .........apdye chumma therikkavidra,Positive ,love
 The end by chiyan “you kena tunggu lebih lama lagi untuk thosai”!!! Rocking b***h!!,Positive ,disgust
 Love u THALA DULQUER SALMAAN FANS KERALA,Positive ,love
 Nan thalaivre tralare ra 40tamies Ku mela pathuten I am whating asuran,Mixed_feelings ,neutral
 102 k views 151 k likes,Mixed_feelings ,joy
 0 haters in world chiyaan vikram,Positive ,disgust
 Marana maass thalaivaaa i love you sir,Positive ,love
 Yenga anna yeppov super hero dhan,Positive ,joy
 Bro thalapathy fans kuda nalla irukku nu solranga romba happy ya irukku,Positive ,love
 Cinema kàndathinnuu shashaammm trailer kannunnnaa arengillummm ondoo,not-Tamil ,neutral
 Thala and yuvan ..like ha therika vidungada pasangala...bgm vera level ..,Positive ,love
 Trailer pala thadava parthavanga mattum our like,Positive ,joy
 Video Pakrathuku munnadiye Like pannavanga mattum Kai ah thookunga,Positive ,joy
 801k  Naraya naraya naraya naraya naraya naraya!!!!,Positive ,love
 I am waiting vera level trailer i ever seen,Positive ,love
 Maranam maranam maranam last bgm therikkudhu gv bro vera level,Positive ,love
 Yevanavathu Yuvan BGM pathi pesurangala nu paaru..,Mixed_feelings ,neutral
 Viswasam teaser ku wait panravan like podu,Mixed_feelings ,joy
 Super star petta pongal  petta paraak,unknown_state ,joy
 Thalaivar + ThalaivARR =,Positive ,love
" Oruthara mela nenga viswasam katrathukaga,inoruthara yen asinga paduthuringa....... Sema",Positive ,joy
 Mass mass mass mass mass mass mass mass mass mass mass mass,Positive ,love
 0.42 bgm vera level gvp.....Vetri maaran no words,Positive ,love
 Antha padatha vida... intha padam nalla irukum poliye,unknown_state ,joy
 Wow nice trailer rajini kant super star,Positive ,joy
 Thalaivaaaaaaaa 7 days to go Thalaivaru tharisanam,Positive ,love
 Comment pakka vandha nanba nanbigal like pannitu pooga,unknown_state ,joy
 Today trailer paaththu padam paakka wait panravangka like podungka.,Positive ,joy
 adichu under wear oda  oda vitralama,unknown_state ,neutral
 Ratchasan music Mari eruku startngla 🤔🤔enaku matum Tha apdi thonutho,Negative ,sadness
 Ithu Peru thaan pakka mass.....woww goosebumbs,Positive ,love
 Viswasam trailor 2 hrs la vandha like kooda indha trailor ku ithana naal la varala,Mixed_feelings ,joy
 Fully rajinism ... Thalaivaaaaaa mass.. fdfs Kalakata poguthu.... Thalaivaaaaaa,Positive ,love
 Paeru DHANUSH'u! National award winner DHANUSH'u! Kaelvi patrukeengala! Verithanamaa waiting for ASURAN,Positive ,love
 Thalaiver mass super  star rajini,Positive ,love
 Vetrimaran erukara varaikum Dhanush ku no tension,Positive ,love
 Nanba sekaram like 1m kontu vaaga,Positive ,joy
 Karthi padathula ithu oru nalla padam,Positive ,joy
 Krish movie fans like here  🤙,Mixed_feelings ,love
 tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa,Positive ,surprise
 Chiyaan vikram sir i like u r costume i like u r moment,Positive ,disgust
 Inum 1m likes  kuda varala  🤣🤣,Positive ,joy
 Semmaya erukku.. Trailer... Enga anna eppovum grate hero dha... Love you sk anna....,Mixed_feelings ,love
 Ne ala vijay muturatha kudikerked tha laki,Negative ,sadness
 Petta movie pakka Yarellam Wait Panringa,unknown_state ,neutral
 Srk fan plz dislike tha video,Positive ,love
 Last vara dialog thavaravera onnum edupadala. Movie ya paathutu comment pandren,Negative ,anger
 Will blockbuster Yes - Like  No - Comment,unknown_state ,joy
 1.18 Yaarlam  TeeJay ah Patheenga?,Positive ,joy
 Hindi la U/A certificate. Tamil la U certificate. Yepdi da dei? Yellarum India la thaane irukkom?,Mixed_feelings ,anger
 Valimai kku wait panravanga thatra likes ah,Positive ,joy
 Aiyooo ithu petta illa thalaivar settaaaayena style yena alaga katirukanunga semmaaaa,Mixed_feelings ,love
 Marana mass thala end fight vera level look semma mass ah eruku,Positive ,love
 Movie la night shots neraya iruku,Positive ,joy
 Chindhamani kolakkes.   ....like podra,Negative ,disgust
 yaar ellaam thala ah theater la paarka marana waiting la irukinga oru like podunga,Positive ,joy
 Jan 10 ke Pongal start aakuthu,Mixed_feelings ,neutral
 Wow wow wow... Thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa....... proud to be every Indian... <3 thanks to shankar sir and holl team...,Mixed_feelings ,love
 Kichadi padhiri ella English padathaiyum mix panni irrukkan shankar. Vera level pavam,Negative ,love
 Super. 1 like is equivalent to 100 likes.,unknown_state ,joy
 Oruthar Mela Neenga Viswasam kaatrathukaga Innoruthar enn Asinga paduthu ringa,Mixed_feelings ,neutral
 Rajini sir telugu fans like,Positive ,love
 Last dialogue is a hint to his fans... Thala mela visvasam kaatrathuku thalapathy ya asinga padutha koodathu,Positive ,love
 Trending in sri lanka.. I am very happy. Hit like..,Positive ,joy
 #NO MEANS NO  THALA  DIALOUGE DELIVERY SUPER,Positive ,joy
 Oruthar Mela Neenga Viswasam Kaattradhukkaga Innoruthara Yen Asinga Paduthuringa,Mixed_feelings ,neutral
 Nenu ee movie chusanu super movie,not-Tamil ,joy
 Yarellam morning wake up aanathum trailer paakka vanthinga???,Positive ,love
 Our sirappaana taramaana movie book panna poram,Positive ,surprise
 semmmmmmmaaaaaaaaaaaa performance thala Mr.Ajith sir........... Good,Positive ,joy
 Pongal ke confirm sweet sapada porum,Positive ,surprise
 Indha pongaluku release ana  Adutha pongal Vara odanumndravanga like podunga.,Positive ,joy
 Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala,Positive ,joy
" Ajith solra Last line,  idha yavadhu pathu thirundunga da dai",Positive ,joy
 T h a l a,Positive ,surprise
 super star na Marana mass thaan,Positive ,love
 jaby Koay ka reaction aya rahega abhi tak,not-Tamil ,neutral
 Thala awwsm n u1 bgm rocks,Positive ,surprise
 Indha padam pengalukanadhu nalla samooga seerkeduku edhirana padam Ner konda parvai wow awesome thala ‍‍‍‍‍‍,Positive ,joy
" HIGHLY EXCITED WAITING FOR KARTHI, SAM CS BGM",Positive ,joy
 82k watch but 115k likes,Mixed_feelings ,joy
" Classss , massssu , Pattayakelapum makkal Selvan  Semma trailer Vjs dialogue masssu ultimate Geththu pa namba màkkal Selvan",Positive ,love
" Wowowowowoowowoowowoowo, lets go superstar, love u rajini sir",Negative ,love
 Yosikkama bhagubali movie da comber pannalam Vera level la irukum paru,Positive ,love
 Pattaya Kilaputhupaa trailer... !!!!! Get Rajnified  !!!,Positive ,joy
 Thala irukum pothu ethuvum nadakathu. Thala kaakum pothu erumbum thudikathu. Thala Tucker doi,Positive ,love
" Jithu- kaali- singaar singh veri Aatam, jan 10 mark the date , king  arrives",Positive ,surprise
 oruthar mela neenka viswasam kaddurathukkaka innoruthara en asinkapaduthurinka! true line for some ajith fans and vijay fans!,Positive ,love
 Netru - super star   Indru - super star   Nalai -super star   Endrum  SUPER STAR,Positive ,joy
 ye film 3000 carore paar karegi keval india me double Blockbuster movies   toofan aa jayga thiyetar me,Negative ,love
 Dhanush - Vetrimaran - Gvp Yarrukellam intha combo pidikum,Positive ,joy
" Great vfx, ugly protaginist... Looks like a joke !",Negative ,joy
 Va thala ni va paddaya kilappuram,Positive ,surprise
 Sk Anna haters Like here 🤣,Negative ,joy
 Haiyya jolly  Night kulla 15 million views thandidum,Positive ,joy
 1:30 na indha scene kagave Trailer ah marubadiyum marubadiyum pathutu irukan thalaivar oda WoW moment,Positive ,love
 Superb next surprise.... cinematography romba nala iruku,Positive ,joy
" Ama athu enna last la loose motion pora Maari nadanthu varathu..,",Negative ,disgust
 pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka,Positive ,joy
 Ena Pangalikala Return No.1 Trending KonduVaralama...!!!  Link Ah Share Panunka 1M Likes Adichu Akanum..,Positive ,joy
 Otha  tharamana sampavam diwali ku iruku   ...bigil  valakqm pola  oo ooothan🤣🤣🤣🤣🤣🤣,Negative ,sadness
 Krish #part 3 vanthudicha  iyooo ithukku dha ivlo naal wait pannittu irunthan    Negalum ithukku dha wait panringana  Sollunga,Mixed_feelings ,neutral
 Oru oru move ila # sticker iruku. Dove Style.,unknown_state ,neutral
 Visvasam trailer oda namba thailaivar trailer tha naala iruku nu solravanga like podunga,unknown_state ,joy
 Intha yr Diwali inum mudiyala Nov 29@diwali,Positive ,joy
 3 hours agidu 1 million varala,Positive ,joy
 Akshay kumar 1st dialog olunga kekala... Ennadu paah adu ??? Cell phone vechu irruka ovovruthanu....????,Mixed_feelings ,neutral
 Ith thanneyalle ithrem kaalam aayt nammal kand kond nikunnath,not-Tamil ,neutral
 After viswasam trailer.....  Hit like,unknown_state ,joy
" Appaddi yellaam nadakaath,nadakka koodaath....ufffffthala appadiye vere track",Positive ,surprise
 Mass ivara minja yarum illa porakavum illa,Positive ,love
 DHANUSH AND VETRIMAARAN THE ORIGINAL ASURAN,Positive ,surprise
 Thlivarku trilar ra vida teaser than semaiya iruku,Positive ,joy
 If anyone saw teejay in it....,Positive ,joy
 kannilla rajini rasika mudhevikala....poi savingada....intha vfxiku athuthan nalla mudiva erukum,Mixed_feelings ,joy
 Enga thatha irruka varaikum neraya neraya nadakathu da  ellam ajith pathupan da,Positive ,surprise
 Intha vayasaana kaalathla intha kelattu payaluku idhellaam thevaiyaa Kumaaru ???,Negative ,sadness
 Tamil natula evalo prechena poitu irruku ithu Roomba mokiya ma porali daa,Negative ,disgust
 Best makeup (getup) for rajini after Shivaji film!!,Positive ,joy
 Adichi under wear oda oda vituruvean lol,unknown_state ,disgust
 luv u ರಜನಿ... luv from Karnataka,not-Tamil ,neutral
 Trailer bangam youv shankar yepaya ni ippadi oru padam rajini vechi yeduka pora yepapar robo gobo ni poya,Positive ,disgust
